Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page,Selector_Crop_Category
2195,Rajashthan,Ajmer,119,Pigeonpea,Kharif,01- 15 June,15- 30 Oct,1,6,15,6,15,10,30,10,47,PIGEONPEA
2197,Rajashthan,Ajmer,119,Onion,Kharif,1st wk of July,01- 15 Oct,4,7,4,7,1,10,15,10,47,ONION
2200,Rajashthan,Ajmer,119,Barley,Rabi,05-25Nov,25 Mar- 10 Apr,5,11,25,11,25,3,10,4,48,BARLEY
2201,Rajashthan,Ajmer,119,Chickpea,Rabi,15 Oct- 30 Nov,15 Mar- 05 Apr,15,10,30,11,15,3,5,4,48,CHICKPEA
2202,Rajashthan,Ajmer,119,Mustard,Rabi,15 Oct- 30 Oct,25 Feb- 15 Mar,15,10,30,10,25,2,15,3,48,RAPESEEDANDMUSTARD
2206,Rajashthan,Ajmer,119,Groundnut,Summer,01 Mar- 15 Mar,15 May- 30 May,1,3,15,3,15,5,30,5,48,GROUNDNUT
2208,Rajashthan,Alwar,104,Sorghum,Kharif,20Jun-20July,10 Sep- 10 Oct,20,6,20,7,10,9,10,10,48,SORGHUM
2216,Rajashthan,Alwar,104,Groundnut,Kharif,15 Jun- 15 July,25 Sep- 15 Nov,15,6,15,7,25,9,15,11,48,GROUNDNUT
2218,Rajashthan,Alwar,104,Sesame,Kharif,01 Jun- 15 Jun,30 Oct- 15 Nov,1,6,15,6,30,10,15,11,48,SESAMUM
2219,Rajashthan,Alwar,104,Onion,Kharif,25 Jun- 15 July,10 Sep- 30 Sep,25,6,15,7,10,9,30,9,48,ONION
2220,Rajashthan,Alwar,104,Cotton,Kharif,15 July- 15 Aug,30 Sep- 31 Oct,15,7,15,8,30,9,31,10,48,COTTON
2221,Rajashthan,Alwar,104,Wheat,Rabi,15 Apr- 15 May,10 Oct- 10 Nov,15,4,15,5,10,10,10,11,48,WHEAT
2222,Rajashthan,Alwar,104,Barley,Rabi,15 Nov- 15 Dec,15 Mar- 15 Apr,15,11,15,12,15,3,15,4,48,BARLEY
2223,Rajashthan,Alwar,104,Chickpea,Rabi,15 Nov- 15 Dec,15 Mar- 15 Apr,15,11,15,12,15,3,15,4,48,CHICKPEA
2224,Rajashthan,Alwar,104,Mustard,Rabi,01 Oct- 07 Nov,20 Feb- 30 Mar,1,10,7,11,20,2,30,3,48,RAPESEEDANDMUSTARD
2232,Rajashthan,Banswara,125,Paddy,Kharif,15 June- 30 June,Mid Sep- Mid Oct,15,6,30,6,15,9,15,10,48,RICE
2233,Rajashthan,Banswara,125,Soybean,Kharif,Mid June,Mid Oct,15,6,15,6,15,10,15,10,48,SOYABEAN
2239,Rajashthan,Banswara,125,Pigeonpea,Kharif,10 Jun- 10 July,Mid Oct,10,6,10,7,15,10,15,10,48,PIGEONPEA
2244,Rajashthan,Banswara,125,Barley,Rabi,05- 25 Nov,Last wk of Mar,5,11,25,11,25,3,25,3,48,BARLEY
2245,Rajashthan,Banswara,125,Chickpea,Rabi,Mid Oct- Mid Nov,1st wk of Mar,15,10,15,11,4,3,4,3,48,CHICKPEA
2250,Rajashthan,Banswara,125,Groundnut,Summer,15 Feb- 15 Mar,II forthnight of May,15,2,15,3,2,0,2,0,49,GROUNDNUT
2251,Rajashthan,Banswara,125,Groundnut,Summer,Mid Feb,Mid June,15,2,15,2,15,6,15,6,49,GROUNDNUT
2254,Rajashthan,Baran,128,Maize,Kharif,15-25 June,II wk of Oct.,15,6,25,6,11,10,11,10,49,MAIZE
2255,Rajashthan,Baran,128,Paddy,Kharif,20-30 |une,II wk of Oct,20,0,30,0,11,10,11,10,49,RICE
2256,Rajashthan,Baran,128,Soybean,Kharif,15-25 June,1st wk of Oct.,15,6,25,6,4,10,4,10,49,SOYABEAN
2265,Rajashthan,Baran,128,Wheat,Rabi,I wk-III wk of Nov,I wk- II wk of April,1,0,18,11,1,0,11,4,49,WHEAT
2267,Rajashthan,Baran,128,Chickpea,Rabi,15 Sep-15 0ct(R/F) 10 0ct-25 0ct(l],II Wk of March,15,9,25,9,11,3,11,3,49,CHICKPEA
2268,Rajashthan,Baran,128,Lentil,Rabi,15 Oct- 15 Nov,II Wk of March,15,10,15,11,11,3,11,3,49,MINORPULSES
2269,Rajashthan,Baran,128,Mustard,Rabi,15 Sep-15 Oct (R/F) 10 Oct-25 Oct (I ),II Wk of March,15,9,25,10,11,3,11,3,49,RAPESEEDANDMUSTARD
2277,Rajashthan,Barmer,115,Pearlmillet,Kharif,25 June- 25 July,15 Sep- 30 Sep,25,6,25,7,15,9,30,9,49,PEARLMILLET
2278,Rajashthan,Barmer,115,Sorghum,Kharif,25 June- 25 July,20 Sep- 30 Sep,25,6,25,7,20,9,30,9,49,SORGHUM
2286,Rajashthan,Barmer,115,Groundnut,Kharif,15Jun-30June,20 Oct- 10 Nov,15,6,30,6,20,10,10,11,49,GROUNDNUT
2288,Rajashthan,Barmer,115,Sesame,Kharif,25 June- 25 July,25 Sep- 15 Oct,25,6,25,7,25,9,15,10,49,SESAMUM
2289,Rajashthan,Barmer,115,Castor,Kharif,25 July- 10 Aug,25 Feb- 30 Mar,25,7,10,8,25,2,30,3,49,CASTOR
2290,Rajashthan,Barmer,115,Wheat,Rabi,05 Nov- 15 Dec,20 Mar- 20 Apr,5,11,15,12,20,3,20,4,49,WHEAT
2291,Rajashthan,Barmer,115,Barley,Rabi,05 Nov- 15 Dec,05 Mar- 15 Apr,5,11,15,12,5,3,15,4,49,BARLEY
2292,Rajashthan,Barmer,115,Chickpea,Rabi,15 Oct- 15 Nov,01 Mar- 30 Mar,15,10,15,11,1,3,30,3,49,CHICKPEA
2294,Rajashthan,Barmer,115,Mustard,Rabi,15 Sep- 20 Oct,10 Feb- 15 Mar,15,9,20,10,10,2,15,3,50,RAPESEEDANDMUSTARD
2301,Rajashthan,Barmer,115,Pearlmillet,Summer,05Feb-25Feb,05 May- 25 May,5,2,25,2,5,5,25,5,50,PEARLMILLET
2302,Rajashthan,Bharatpur,105,Pearlmillet,Kharif,20Jun-20July,10 Sep- 10 Oct,20,6,20,7,10,9,10,10,50,PEARLMILLET
2313,Rajashthan,Bharatpur,105,Sesame,Kharif,25 Jun- 15 July,10 Sep- 30 Sep,25,6,15,7,10,9,30,9,50,SESAMUM
2315,Rajashthan,Bharatpur,105,Wheat,Rabi,15 Nov- 15 Dec,15 Mar- 15 Apr,15,11,15,12,15,3,15,4,50,WHEAT
2316,Rajashthan,Bharatpur,105,Barley,Rabi,15 Nov- 15 Dec,15 Mar- 15 Apr,15,11,15,12,15,3,15,4,50,BARLEY
2317,Rajashthan,Bharatpur,105,Chickpea,Rabi,01 Oct- 07 Nov,20 Feb- 30 Mar,1,10,7,11,20,2,30,3,50,CHICKPEA
2318,Rajashthan,Bharatpur,105,Lentil,Rabi,15 Oct- 15 Nov,25 Feb- 30 Mar,15,10,15,11,25,2,30,3,50,MINORPULSES
2319,Rajashthan,Bharatpur,105,Mustard,Rabi,30 Sep- 30 Oct,15 Feb- 15 Mar,30,9,30,10,15,2,15,3,50,RAPESEEDANDMUSTARD
2327,Rajashthan,Chittorgarh,126,Pearlmillet,Kharif,15 June- 15 July,Mid Sep,15,6,15,7,15,9,15,9,50,PEARLMILLET
2328,Rajashthan,Chittorgarh,126,Sorghum,Kharif,15 June- 30 June,Mid Sep- Mid Oct,15,6,30,6,15,9,15,10,50,SORGHUM
2329,Rajashthan,Chittorgarh,126,Maize,Kharif,15 June- 30 June,Mid Sep- Mid Oct,15,6,30,6,15,9,15,10,50,MAIZE
2330,Rajashthan,Chittorgarh,126,Soybean,Kharif,15 June- 15 July,Mid Oct,15,6,15,7,15,10,15,10,50,SOYABEAN
2335,Rajashthan,Chittorgarh,126,Groundnut,Kharif,10 Jun- 10 July,Mid Oct,10,6,10,7,15,10,15,10,50,GROUNDNUT
2337,Rajashthan,Chittorgarh,126,Sesame,Kharif,Mid July,Mid Oct,15,7,15,7,15,10,15,10,50,SESAMUM
2339,Rajashthan,Chittorgarh,126,Wheat,Rabi,05-25 Nov,Last wk of Mar,5,11,25,11,25,3,25,3,50,WHEAT
2340,Rajashthan,Chittorgarh,126,Barley,Rabi,Mid Oct- Mid Nov,I fortnight of Mar,15,10,15,11,7,3,7,3,50,BARLEY
2341,Rajashthan,Chittorgarh,126,Chickpea,Rabi,1st wk of Oct,Mid Mar,4,10,4,10,15,3,15,3,50,CHICKPEA
2343,Rajashthan,Chittorgarh,126,Mustard,Rabi,1st wk of Oct,Mid Feb- Mid Mar,4,10,4,10,15,2,15,3,51,RAPESEEDANDMUSTARD
2349,Rajashthan,Chittorgarh,126,Groundnut,Summer,Mid Feb,Mid June,15,2,15,2,15,6,15,6,51,GROUNDNUT
2350,Rajashthan,Churu,102,Pearlmillet,Kharif,15 Jun-15 July,15 Oct- 25 Oct,15,6,15,7,15,10,25,10,51,PEARLMILLET
2358,Rajashthan,Churu,102,Groundnut,Kharif,15 June-30 June,Mid Nov.,15,6,30,6,15,11,15,11,51,GROUNDNUT
2360,Rajashthan,Churu,102,Sesame,Kharif,15 Jun-15 July,10 Oct -15 Oct,15,6,15,7,10,10,15,10,51,SESAMUM
2361,Rajashthan,Churu,102,Cotton,Kharif,15 Apr-15 May,150ct-310ct,15,4,15,5,15,0,31,0,51,COTTON
2362,Rajashthan,Churu,102,Wheat,Rabi,10 Nov-25 Nov,10 Apr-20 Apr,10,11,25,11,10,4,20,4,51,WHEAT
2363,Rajashthan,Churu,102,Barley,Rabi,15 Nov- 5 Dec,25 Mar- 5 Apr,15,11,5,12,25,3,5,4,51,BARLEY
2364,Rajashthan,Churu,102,Chickpea,Rabi,10 Oct- 5 Nov,10 Mar -20 Mar,10,10,5,11,10,3,20,3,51,CHICKPEA
2366,Rajashthan,Churu,102,Mustard,Rabi,15 Oct- 10 Nov,I wk to II wkof Mar,15,10,10,11,1,0,2,0,51,RAPESEEDANDMUSTARD
2373,Rajashthan,Dausa,109,Pearlmillet,Kharif,15 June- 25 July,IS- 30 Sep,15,6,25,7,0,0,30,9,51,PEARLMILLET
2374,Rajashthan,Dausa,109,Sorghum,Kharif,25 June- 15 July,15- 30 Oct,25,6,15,7,15,10,30,10,51,SORGHUM
2375,Rajashthan,Dausa,109,Maize,Kharif,15 June- 30 June,25 Sep- 05 Oct,15,6,30,6,25,9,5,10,51,MAIZE
2381,Rajashthan,Dausa,109,Groundnut,Kharif,01- 15 June,15- 30 Oct,1,6,15,6,15,10,30,10,51,GROUNDNUT
2383,Rajashthan,Dausa,109,Sesame,Kharif,I wk July,01- 15 Oct,4,7,4,7,1,10,15,10,51,SESAMUM
2385,Rajashthan,Dausa,109,Wheat,Rabi,05- 25 Nov,25 Mar- 10 Apr,5,11,25,11,25,3,10,4,51,WHEAT
2386,Rajashthan,Dausa,109,Barley,Rabi,15 Oct- 30 Nov,15 Mar- 05 Apr,15,10,30,11,15,3,5,4,51,BARLEY
2387,Rajashthan,Dausa,109,Chickpea,Rabi,IS Oct- 30 Oct,25 Feb- 15 Mar,0,0,30,10,25,2,15,3,51,CHICKPEA
2389,Rajashthan,Dausa,109,Mustard,Rabi,15 Sep- 15 Oct,25 Jan- 15 Feb,15,9,15,10,25,1,15,2,51,RAPESEEDANDMUSTARD
2396,Rajashthan,Bhilwara,122,Pearlmillet,Kharif,15 June- 15 July,Mid Sep,15,6,15,7,15,9,15,9,52,PEARLMILLET
2397,Rajashthan,Bhilwara,122,Sorghum,Kharif,15June-30June,Mid Sep- Mid Oct,15,6,30,6,15,9,15,10,52,SORGHUM
2398,Rajashthan,Bhilwara,122,Maize,Kharif,15 June- 30 June,Mid Sep- Mid Oct,15,6,30,6,15,9,15,10,52,MAIZE
2405,Rajashthan,Bhilwara,122,Groundnut,Kharif,10 Jun-10 July,Mid Oct,10,6,10,7,15,10,15,10,52,GROUNDNUT
2406,Rajashthan,Bhilwara,122,Sesame,Kharif,Mid July,Mid Oct,15,7,15,7,15,10,15,10,52,SESAMUM
2407,Rajashthan,Bhilwara,122,Cotton,Kharif,Mid May- Mid Jun,15 Nov- 15 Dec,15,5,15,6,15,11,15,12,52,COTTON
2408,Rajashthan,Bhilwara,122,Wheat,Rabi,05-25 Nov,Last wk of Mar,5,11,25,11,25,3,25,3,52,WHEAT
2409,Rajashthan,Bhilwara,122,Barley,Rabi,Mid Oct- Mid Nov,I fortnight of Mar,15,10,15,11,7,3,7,3,52,BARLEY
2410,Rajashthan,Bhilwara,122,Chickpea,Rabi,I wk of Oct,Mid Mar,4,10,4,10,15,3,15,3,52,CHICKPEA
2412,Rajashthan,Bhilwara,122,Mustard,Rabi,I wk of Oct,Mid Feb- Mid Mar,4,10,4,10,15,2,15,3,52,RAPESEEDANDMUSTARD
2420,Rajashthan,Bhilwara,122,Groundnut,Summer,Mid Feb,Mid June,15,2,15,2,15,6,15,6,52,GROUNDNUT
2421,Rajashthan,Bhilwara,122,Pearlmillet,Kharif,15Jun-15July,15 Oct- 25 Oct,15,6,15,7,15,10,25,10,52,PEARLMILLET
2430,Rajashthan,Bhilwara,122,Groundnut,Kharif,15June-30June,Mid Nov.,15,6,30,6,15,11,15,11,52,GROUNDNUT
2431,Rajashthan,Bhilwara,122,Sesame,Kharif,15 Jun-15 July,10 Oct- IS Oct,15,6,15,7,10,10,10,10,52,SESAMUM
2432,Rajashthan,Bhilwara,122,Cotton,Kharif,15 Apr-15 May,15 0ct-31 0ct,15,4,15,5,15,0,31,0,52,COTTON
2433,Rajashthan,Bhilwara,122,Wheat,Rabi,10 Nov-25 Nov,10 Apr-20 Apr,10,11,25,11,10,4,20,4,52,WHEAT
2434,Rajashthan,Bhilwara,122,Barley,Rabi,15 Nov- 5 Dec,25 Mar- 5 Apr,15,11,5,12,25,3,5,4,52,BARLEY
2435,Rajashthan,Bhilwara,122,Chickpea,Rabi,10 Oct- 5 Nov,10 Mar -20 Mar,10,10,5,11,10,3,20,3,52,CHICKPEA
2437,Rajashthan,Bhilwara,122,Mustard,Rabi,15 Oct- 10 Nov,1 wk to II wk of Mar,15,10,10,11,1,0,11,3,52,RAPESEEDANDMUSTARD
2448,Rajashthan,Bhilwara,122,Maize,Kharif,15-25 June,II wk of Oct.,15,6,25,6,11,10,11,10,53,MAIZE
2449,Rajashthan,Bhilwara,122,Paddy,Kharif,20-30 June,II wk of Oct.,20,6,30,6,11,10,11,10,53,RICE
2450,Rajashthan,Bhilwara,122,Soybean,Kharif,15-25 June,I wk of Oct.,15,6,25,6,4,10,4,10,53,SOYABEAN
2458,Rajashthan,Bhilwara,122,Wheat,Rabi,I wk-III wk of Nov,I wk- II wk of April,1,0,18,11,1,0,11,4,53,WHEAT
2460,Rajashthan,Bhilwara,122,Chickpea,Rabi,15 Sep-15 Oct (R/F) 10 Oct-25 0ct (I),II Wk of March,15,9,25,9,11,3,11,3,53,CHICKPEA
2461,Rajashthan,Bhilwara,122,Lentil,Rabi,15 Oct- 15 Nov,II Wk of March,15,10,15,11,11,3,11,3,53,MINORPULSES
2462,Rajashthan,Bhilwara,122,Mustard,Rabi,15 Sep-15 Oct [R/F) 10 Oct-25 0ct (I),II Wk of March,15,9,25,9,11,3,11,3,53,RAPESEEDANDMUSTARD
2471,Rajashthan,Dhaulpur,106,Pearlmillet,Kharif,20Jun-20July,10 Sep- 10 Oct,20,6,20,7,10,9,10,10,53,PEARLMILLET
2481,Rajashthan,Dhaulpur,106,Pigeonpea,Kharif,01 Jun- 15 Jun,30 Oct- 15 Nov,1,6,15,6,30,10,15,11,53,PIGEONPEA
2482,Rajashthan,Dhaulpur,106,Sesame,Kharif,25 Jun-15 July,10 Sep- 30 Sep,25,6,15,7,10,9,30,9,53,SESAMUM
2485,Rajashthan,Dhaulpur,106,Wheat,Rabi,15 Nov- 15 Dec,15 Mar- 15 Apr,15,11,15,12,15,3,15,4,53,WHEAT
2486,Rajashthan,Dhaulpur,106,Barley,Rabi,15 Nov- 15 Dec,15 Mar- 15 Apr,15,11,15,12,15,3,15,4,53,BARLEY
2487,Rajashthan,Dhaulpur,106,Chickpea,Rabi,01 Oct-07 Nov,20 Feb- 30 Mar,1,10,7,11,20,2,30,3,53,CHICKPEA
2488,Rajashthan,Dhaulpur,106,Mustard,Rabi,30Sep-30 Oct,15 Feb- 15 Mar,30,9,30,10,15,2,15,3,54,RAPESEEDANDMUSTARD
2497,Rajashthan,Dungarpur,124,Sorghum,Kharif,15 June- 30 June,Mid Sep- Mid Oct,15,6,30,6,15,9,15,10,54,SORGHUM
2498,Rajashthan,Dungarpur,124,Maize,Kharif,15 June- 30 June,Mid Sep- Mid Oct,15,6,30,6,15,9,15,10,54,MAIZE
2499,Rajashthan,Dungarpur,124,Paddy,Kharif,Mid June,Mid Oct,15,6,15,6,15,10,15,10,54,RICE
2500,Rajashthan,Dungarpur,124,Soybean,Kharif,15 June- 15 July,Mid Oct,15,6,15,7,15,10,15,10,54,SOYABEAN
2505,Rajashthan,Dungarpur,124,Groundnut,Kharif,10 Jun- 10 July,Mid Oct,10,6,10,7,15,10,15,10,54,GROUNDNUT
2510,Rajashthan,Dungarpur,124,Wheat,Rabi,05- 25 Nov,Last wk of Mar,5,11,25,11,25,3,25,3,54,WHEAT
2511,Rajashthan,Dungarpur,124,Barley,Rabi,Mid Oct- Mid Nov,I wk of Mar,15,10,15,11,4,3,4,3,54,BARLEY
2520,Rajashthan,Dungarpur,124,Groundnut,Summer,Mid Feb,Mid June,15,2,15,2,15,6,15,6,54,GROUNDNUT
2521,Rajashthan,Hanumangarh,100,Pearlmillet,Kharif,Mid June-III wk July,Sep-Oct,15,6,18,7,15,9,15,10,54,PEARLMILLET
2524,Rajashthan,Hanumangarh,100,Paddy,Kharif,25 June-I wk of July,November,25,6,4,7,15,11,15,11,54,RICE
2530,Rajashthan,Hanumangarh,100,Groundnut,Kharif,1st April - 15th June,IV wk of Oct- Mid Nov,1,4,15,6,0,0,15,11,54,GROUNDNUT
2531,Rajashthan,Hanumangarh,100,Pigeonpea,Kharif,First fortnight of June,Nov- Dec,7,6,7,6,15,11,15,12,54,PIGEONPEA
2532,Rajashthan,Hanumangarh,100,Sesame,Kharif,Onset of monsoon,Sept-Oct,0,0,0,0,15,9,15,10,54,SESAMUM
2533,Rajashthan,Hanumangarh,100,Castor,Kharif,First fortnight of July,February,7,7,7,7,15,2,15,2,54,CASTOR
2534,Rajashthan,Hanumangarh,100,Cotton,Kharif,1st May -20th May,Nov -Dec,1,5,20,5,15,11,15,12,54,COTTON
2535,Rajashthan,Hanumangarh,100,Wheat,Rabi,10-20 Nov.,Mar -Apr,10,11,20,11,15,3,15,4,54,WHEAT
2536,Rajashthan,Hanumangarh,100,Barley,Rabi,Mid Oct - mid Nov,March - Apr,15,10,15,11,15,3,15,4,55,BARLEY
2537,Rajashthan,Hanumangarh,100,Chickpea,Rabi,25 Oct - 05 Nov,March -Apr,25,10,5,11,15,3,15,4,55,CHICKPEA
2538,Rajashthan,Hanumangarh,100,Mustard,Rabi,5-20 Oct,Feb - Mar,5,10,20,10,15,2,15,3,55,RAPESEEDANDMUSTARD
2543,Rajashthan,Hanumangarh,100,Sugarcane,Rabi,October,Nov of next year,15,10,15,10,15,11,15,11,55,SUGARCANE
2546,Rajashthan,Jaipur,110,Pearl millet,Kharif,15 June- 25 July,15- 30 Sep,15,6,25,7,15,9,30,9,55,PEARLMILLET
2547,Rajashthan,Jaipur,110,Sorghum,Kharif,25 June- 15 July,15- 30 Oct,25,6,15,7,15,10,30,10,55,SORGHUM
2548,Rajashthan,Jaipur,110,Maize,Kharif,15 June- 30 June,25 Sep- 05 Oct,15,6,30,6,25,9,5,10,55,MAIZE
2554,Rajashthan,Jaipur,110,Groundnut,Kharif,01- 15 June,15- 30 Oct,1,6,15,6,15,10,30,10,55,GROUNDNUT
2556,Rajashthan,Jaipur,110,Sesame,Kharif,I wk July,01- 15 Oct,4,7,4,7,1,10,15,10,55,SESAMUM
2559,Rajashthan,Jaipur,110,Wheat,Rabi,05- 25 Nov,2 5 Mar- 10 Apr,5,11,25,11,25,3,10,4,55,WHEAT
2560,Rajashthan,Jaipur,110,Barley,Rabi,15 Oct- 30 Nov,15 Mar- 05 Apr,15,10,30,11,15,3,5,4,55,BARLEY
2561,Rajashthan,Jaipur,110,Chickpea,Rabi,IS Oct- 30 Oct,25 Feb- 15 Mar,0,0,30,10,25,2,15,3,55,CHICKPEA
2562,Rajashthan,Jaipur,110,Mustard,Rabi,15 Sep- 15 Oct,25 Jan- 15 Feb,15,9,15,10,25,1,15,2,55,RAPESEEDANDMUSTARD
2570,Rajashthan,Jaisalmer,114,Pearl millet,Kharif,15 June- 25 July,15 Oct- 25 Oct,15,6,25,7,15,10,25,10,55,PEARLMILLET
2578,Rajashthan,Jaisalmer,114,Groundnut,Kharif,15 June-30 June,Mid Nov.,15,6,30,6,15,11,15,11,55,GROUNDNUT
2580,Rajashthan,Jaisalmer,114,Sesame,Kharif,15 Jun-15 July,10 Oct -15 Oct,15,6,15,7,10,10,15,10,55,SESAMUM
2582,Rajashthan,Jaisalmer,114,Cotton,Kharif,15 Apr-15 May,150ct-310ct,15,4,15,5,15,0,31,0,55,COTTON
2583,Rajashthan,Jaisalmer,114,Wheat,Rabi,10 Nov-25 Nov,10 Apr-20 Apr,10,11,25,11,10,4,20,4,55,WHEAT
2584,Rajashthan,Jaisalmer,114,Barley,Rabi,15 Nov- 5 Dec,25 Mar- 5 Apr,15,11,5,12,25,3,5,4,55,BARLEY
2585,Rajashthan,Jaisalmer,114,Chickpea,Rabi,10 Oct- 5 Nov,10 Mar -20 Mar,10,10,5,11,10,3,20,3,56,CHICKPEA
2586,Rajashthan,Jaisalmer,114,Mustard,Rabi,15 Oct- 10 Nov,I wk to II wk of Mar,15,10,10,11,1,0,11,3,56,RAPESEEDANDMUSTARD
2594,Rajashthan,Jalore,116,Pearl millet,Kharif,Mid June- Mid July,Last Wk of Sep.,15,6,15,7,25,9,25,9,56,PEARLMILLET
2595,Rajashthan,Jalore,116,Sorghum,Kharif,Mid June- July,Last Wk of Sep.,15,6,15,7,25,9,25,9,56,SORGHUM
2596,Rajashthan,Jalore,116,Maize,Kharif,Mid June- Mid July,Last Wk of Sep,15,6,15,7,25,9,25,9,56,MAIZE
2602,Rajashthan,Jalore,116,Groundnut,Kharif,15 June-15 July,End of Oct,15,6,15,7,28,0,28,0,56,GROUNDNUT
2604,Rajashthan,Jalore,116,Sesame,Kharif,Mid June- Mid July,Last Wk of Sep,15,6,15,7,25,9,25,9,56,SESAMUM
2605,Rajashthan,Jalore,116,Castor,Kharif,I wk of August,March,4,8,4,8,15,3,15,3,56,CASTOR
2606,Rajashthan,Jalore,116,Cotton,Kharif,Mid May-I wk of June,Nov-Dec,15,5,4,6,15,11,15,12,56,COTTON
2607,Rajashthan,Jalore,116,Wheat,Rabi,November,Last Wk of Mar-1 wk of,15,11,15,11,25,3,4,3,56,WHEAT
2608,Rajashthan,Jalore,116,Barley,Rabi,November,March,15,11,15,11,15,3,15,3,56,BARLEY
2609,Rajashthan,Jalore,116,Chickpea,Rabi,October,Mid Feb-Mid Mar,15,10,15,10,15,2,15,3,56,CHICKPEA
2610,Rajashthan,Jalore,116,Mustard,Rabi,October,February,15,10,15,10,15,2,15,2,56,RAPESEEDANDMUSTARD
2618,HP,Bilaspur,30,Maize,kHARIF,1st June to 30th June,15th Sept to 15th Oct,1,6,30,6,15,9,15,10,56,MAIZE
2619,HP,Bilaspur,30,Paddy,kHARIF,15th June to 7th July,25th Sept to 15th Nov,15,6,7,7,25,9,15,11,56,RICE
2625,HP,Bilaspur,30,Vegetables,kHARIF,1st June to 30th June,Sept-Oct,1,6,30,6,15,9,15,10,56,VEGETABLES
2626,HP,Chamba,23,Maize,kHARIF,2nd Week of April to 30th June,15th Sept. to 30th Nov,11,4,30,6,15,9,30,11,56,MAIZE
2627,HP,Chamba,23,Paddy,kHARIF,1st July 30th July,15th Oct to 30th Nov,1,7,1,7,15,10,30,11,56,RICE
2633,HP,Chamba,23,Vegetables,kHARIF,1st April to 30th May,15th June to 30th Sept.,1,4,30,5,15,6,30,9,57,VEGETABLES
2634,HP,Hamirpur,28,Maize,kHARIF,1st June to 30th June,15th Sept. to 15th Oct.,1,6,30,6,15,9,15,10,57,MAIZE
2635,HP,Hamirpur,28,Paddy,kHARIF,15th June to 15th July,15th Oct. to 15th Nov.,15,6,15,7,15,10,15,11,57,RICE
2640,HP,Hamirpur,28,Potato,kHARIF,15th Aug to 30th Sept,1st Dec to 15th Jan,15,8,30,9,1,12,15,1,57,POTATOES
2641,HP,Hamirpur,28,Vegetables,kHARIF,1st June to 30th June,15th Aug to 15th Oct,1,6,30,6,15,8,15,10,57,VEGETABLES
2642,HP,Kangra,24,Maize,kHARIF,15th May to 15th June,25th Aug to 25th Sept,15,5,15,6,25,8,25,9,57,MAIZE
2643,HP,Kangra,24,Paddy,kHARIF,25th May to 15th June,5th Oct to 25th Oct,25,5,15,6,5,10,25,10,57,RICE
2648,HP,Kangra,24,Potato,kHARIF,15th April to 10th May,20th July to 15th Aug,15,4,10,5,20,7,15,8,57,POTATOES
2649,HP,Kangra,24,Vegetables,kHARIF,March to May,June to Aug,15,3,15,5,15,6,15,8,57,VEGETABLES
2650,HP,Kinnaur,34,Maize,kHARIF,1st Week of April to 1st Week of May,Last Week of Sept. to 2nd Week of Oct,4,4,4,5,25,9,11,10,57,MAIZE
2651,HP,Kinnaur,34,Paddy,kHARIF,1st Week of June to 30th June,Last Week of Oct,4,6,30,6,25,10,25,10,57,RICE
2656,HP,Kinnaur,34,Potato,kHARIF,Last Week of March to 1st Week of April,last Week of Aug,25,3,4,4,25,8,25,8,57,POTATOES
2657,HP,Kinnaur,34,Vegetables,kHARIF,1st Week of April to 1st Week of May,Last Week of July to 2nd Week of Aug,4,4,4,5,25,7,11,8,57,VEGETABLES
2658,HP,Kullu,26,Maize,kHARIF,20th May to 15th June,10th Oct to 20th Oct,20,5,15,6,10,10,20,10,57,MAIZE
2659,HP,Kullu,26,Paddy,kHARIF,20th May to 7th June,20th Oct to 30th Oct,20,5,7,6,20,10,30,10,57,RICE
2664,HP,Kullu,26,Potato,kHARIF,1st April to 15th April,15th Aug to 30th Sept,1,4,15,4,15,8,30,9,57,POTATOES
2665,HP,Kullu,26,Vegetables,kHARIF,15th Feb to 15th March,30th May to 2nd week of June,15,2,15,3,30,5,11,6,57,VEGETABLES
2672,HP,L/Spiti,25,Potato,kHARIF,1st week of May to last Week of May,20th Sept. to 15th Oct.,4,5,25,5,20,9,15,10,57,POTATOES
2673,HP,L/Spiti,25,Vegetables,kHARIF,1st Week of May to last week of May,Last week of August to 15 th Oct.,4,5,25,5,25,8,15,10,57,VEGETABLES
2674,HP,Mandi,27,Maize,kHARIF,15th April to 15th June,1st September to 15th Nov,15,4,15,6,1,9,15,11,57,MAIZE
2675,HP,Mandi,27,Paddy,kHARIF,15th June to 15th July,1st Oct to 30th Nov,15,6,15,7,1,10,30,11,58,RICE
2680,HP,Mandi,27,Potato,kHARIF,1st March to 15th April,1st July to 31st August,1,3,15,4,1,7,31,8,58,POTATOES
2681,HP,Mandi,27,Vegetables,kHARIF,20th March to 31st may,1st July to 31st Oct,20,3,31,5,1,7,31,10,58,VEGETABLES
2682,HP,Shimla,33,Maize,kHARIF,15th May to 1st week of June,15 Sep to 1st week of Oct.,15,5,4,6,15,9,4,10,58,MAIZE
2683,HP,Shimla,33,Paddy,kHARIF,15th June to 15th July,15th Sep to 1st week of Oct.,15,6,15,7,15,9,4,10,58,RICE
